Agilent_Probe_Name	GeneSymbol	GeneName	GO
UKv4_A_32_P315178	ATP13A5	ATPase type 13A5	GO:0005524(ATP binding)|GO:0006810(transport)|GO:0006812(cation transport)|GO:0015662(ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism)|GO:0016020(membrane)|GO:0016021(integral to membrane)|GO:0016820(hydrolase activit
UKv4_A_23_P105144	SCUBE2	signal peptide, CUB domain, EGF-like 2	GO:0005509=calcium ion binding
UKv4_A_23_P73858	TGIF2LY	TGFB-induced factor homeobox 2-like, Y-linked	GO:0003700(transcription factor activity)|GO:0005634(nucleus)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0043565(sequence-specific DNA binding)
UKv4_A_23_P332392	TTC9B	tetratricopeptide repeat domain 9B	GO:0006457=protein folding|GO:0005488=binding
UKv4_A_23_P55127	C17orf48	chromosome 17 open reading frame 48	GO:0016787=hydrolase activity
UKv4_A_23_P80213	TOP3B	topoisomerase (DNA) III beta	GO:0006265=DNA topological change|GO:0006268=DNA unwinding during replication|GO:0005634=nucleus|GO:0005694=chromosome|GO:0005515=protein binding|GO:0003917=DNA topoisomerase type I activity
UKv4_A_23_P26037	FRMD5	FERM domain containing 5	GO:0005488(binding)|GO:0005737(cytoplasm)|GO:0005856(cytoskeleton)|GO:0008092(cytoskeletal protein binding)|GO:0016020(membrane)|GO:0016021(integral to membrane)
UKv4_A_23_P378329	WNT9A	wingless-type MMTV integration site family, member 9A	GO:0004871(signal transducer activity)|GO:0005201(extracellular matrix structural constituent)|GO:0005576(extracellular region)|GO:0007223(Wnt receptor signaling pathway, calcium modulating pathway)|GO:0007267(cell-cell signaling)|GO:0007275(multicellular
UKv4_A_23_P156788	STX11	syntaxin 11	GO:0016192=vesicle-mediated transport|GO:0006886=intracellular protein transport|GO:0006944=membrane fusion|GO:0016020=membrane|GO:0005794=Golgi apparatus|GO:0005484=SNAP receptor activity
UKv4_A_23_P306307	OTOP1	otopetrin 1	
UKv4_A_23_P254654	CLIC3	chloride intracellular channel 3	GO:0007165=signal transduction|GO:0006811=ion transport|GO:0006821=chloride transport|GO:0006821=chloride transport|GO:0016020=membrane|GO:0005634=nucleus|GO:0005737=cytoplasm|GO:0005515=protein binding|GO:0005244=voltage-gated ion channel activity|GO:000
UKv4_A_23_P352717	TMEM31	transmembrane protein 31	GO:0016020(membrane)|GO:0016021(integral to membrane)
UKv4_A_24_P231546	LOC51252	hypothetical protein LOC51252	
UKv4_A_23_P141142	QRICH2	glutamine rich 2	GO:0005515(protein binding)
UKv4_A_23_P66777	CDC27	cell division cycle 27 homolog (S. cerevisiae)	GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0005680(anaphase-promoting complex)|GO:0005737(cytoplasm)|GO:0005813(centrosome)|GO:0005876(spindle microtubule)|GO:0007091(mitotic metaphase/anaphase transition)|GO:0008283(cell proliferation)
UKv4_A_23_P46852	OBFC1	oligonucleotide/oligosaccharide-binding fold containing 1	GO:0003674(molecular_function)|GO:0003676(nucleic acid binding)|GO:0005575(cellular_component)|GO:0008150(biological_process)
UKv4_A_23_P38497	SLC25A11	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11	GO:0005215(transporter activity)|GO:0005488(binding)|GO:0005739(mitochondrion)|GO:0005743(mitochondrial inner membrane)|GO:0005887(integral to plasma membrane)|GO:0006810(transport)|GO:0015367(oxoglutarate:malate antiporter activity)|GO:0016020(membrane)
UKv4_A_23_P216522	C9orf127	chromosome 9 open reading frame 127	GO:0005515(protein binding)|GO:0005886(plasma membrane)|GO:0007160(cell-matrix adhesion)|GO:0007346(regulation of progression through mitotic cell cycle)|GO:0009986(cell surface)|GO:0016020(membrane)|GO:0016021(integral to membrane)
UKv4_A_23_P60990	C2orf54	chromosome 2 open reading frame 54	
UKv4_A_23_P130926	C19orf24	chromosome 19 open reading frame 24	
UKv4_A_23_P130411	SERPINB11	serpin peptidase inhibitor, clade B (ovalbumin), member 11	GO:0004867(serine-type endopeptidase inhibitor activity)
UKv4_A_23_P163027	PARP2	poly (ADP-ribose) polymerase family, member 2	GO:0003677(DNA binding)|GO:0003950(NAD+ ADP-ribosyltransferase activity)|GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0006284(base-excision repair)|GO:0006471(protein amino acid ADP-ribosylation)|GO:0016757(transferase activity, transferring glycosy
UKv4_A_23_P110184	SC4MOL	sterol-C4-methyl oxidase-like	GO:0000254(C-4 methylsterol oxidase activity)|GO:0003824(catalytic activity)|GO:0005506(iron ion binding)|GO:0005783(endoplasmic reticulum)|GO:0005886(plasma membrane)|GO:0006631(fatty acid metabolic process)|GO:0008152(metabolic process)|GO:0016021(integ
UKv4_A_23_P324989	RECQL5	RecQ protein-like 5	GO:0000166(nucleotide binding)|GO:0003676(nucleic acid binding)|GO:0003678(DNA helicase activity)|GO:0005524(ATP binding)|GO:0005634(nucleus)|GO:0005654(nucleoplasm)|GO:0005737(cytoplasm)|GO:0006281(DNA repair)|GO:0006310(DNA recombination)|GO:0008026(ATP
UKv4_A_23_P97339	SLC16A4	solute carrier family 16, member 4 (monocarboxylic acid transporter 5)	GO:0005215(transporter activity)|GO:0005624(membrane fraction)|GO:0005887(integral to plasma membrane)|GO:0006810(transport)|GO:0008028(monocarboxylic acid transporter activity)|GO:0015293(symporter activity)|GO:0015718(monocarboxylic acid transport)|GO:0
UKv4_A_23_P212400	NAT6	N-acetyltransferase 6	GO:0008152=metabolic process|GO:0045786=negative regulation of cell cycle|GO:0005737=cytoplasm|GO:0008080=N-acetyltransferase activity|GO:0008415=acyltransferase activity|GO:0016740=transferase activity
UKv4_A_32_P160045	TCTEX1D1	Tctex1 domain containing 1	GO:0006457(protein folding)
UKv4_A_23_P125643	ASB9	ankyrin repeat and SOCS box-containing 9	GO:0007242(intracellular signaling cascade)
UKv4_A_32_P187617	TDRD3	tudor domain containing 3	GO:0003676=nucleic acid binding
UKv4_Hs259707.1	LRRC67	leucine rich repeat containing 67	GO:0005515=protein binding
UKv4_A_23_P385690	WNT3A	wingless-type MMTV integration site family, member 3A	GO:0001701(in utero embryonic development)|GO:0001756(somitogenesis)|GO:0001947(heart looping)|GO:0004871(signal transducer activity)|GO:0005201(extracellular matrix structural constituent)|GO:0005515(protein binding)|GO:0005576(extracellular region)|GO:0
UKv4_A_23_P20035	GPR146	G protein-coupled receptor 146	GO:0001584(rhodopsin-like receptor activity)|GO:0004872(receptor activity)|GO:0007165(signal transduction)|GO:0007186(G-protein coupled receptor protein signaling pathway)|GO:0016020(membrane)|GO:0016021(integral to membrane)
UKv4_A_24_P287233	ARL6IP4	ADP-ribosylation-like factor 6 interacting protein 4	GO:0005634(nucleus)|GO:0008380(RNA splicing)
UKv4_A_32_P126311	FLJ90709	hypothetical protein FLJ90709	
UKv4_A_23_P112086	DEFA5	defensin, alpha 5, Paneth cell-specific	GO:0042742=defense response to bacterium|GO:0050832=defense response to fungus|GO:0006805=xenobiotic metabolic process|GO:0005576=extracellular region
UKv4_A_23_P39525	FAM124B	family with sequence similarity 124B	
UKv4_A_23_P433050	RXFP1	relaxin/insulin-like family peptide receptor 1	GO:0001584(rhodopsin-like receptor activity)|GO:0004872(receptor activity)|GO:0005515(protein binding)|GO:0007165(signal transduction)|GO:0007186(G-protein coupled receptor protein signaling pathway)|GO:0016020(membrane)|GO:0016021(integral to membrane)
UKv4_A_23_P9340	BARHL1	BarH-like 1 (Drosophila)	GO:0001764(neuron migration)|GO:0003700(transcription factor activity)|GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0007605(sensory perception of sound)|GO:0043565(sequence-specific DNA binding)
UKv4_A_23_P159101	U1SNRNPBP	U11/U12 snRNP 35K	GO:0000166(nucleotide binding)|GO:0003676(nucleic acid binding)|GO:0005689(U12-dependent spliceosome)|GO:0008380(RNA splicing)
UKv4_A_23_P380371	IPMK	inositol polyphosphate multikinase	GO:0001841(neural tube formation)|GO:0005634(nucleus)|GO:0008440(inositol trisphosphate 3-kinase activity)|GO:0016301(kinase activity)|GO:0016740(transferase activity)|GO:0046853(inositol and derivative phosphorylation)|GO:0050516(inositol polyphosphate m
UKv4_A_24_P416728	AES	amino-terminal enhancer of split	GO:0001501(skeletal development)|GO:0003714(transcription corepressor activity)|GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0006350(transcription)|GO:0006357(regulation of transcription from RNA polymerase II promoter)|GO:0007275(multicellular orga
UKv4_A_23_P105571	CHPT1	choline phosphotransferase 1	GO:0001558=regulation of cell growth|GO:0006629=lipid metabolic process|GO:0006657=CDP-choline pathway|GO:0006663=platelet activating factor biosynthetic process|GO:0000139=Golgi membrane|GO:0016020=membrane|GO:0016021=integral to membrane|GO:0005792=micr
UKv4_A_23_P131626	ASCC3L1	activating signal cointegrator 1 complex subunit 3-like 1	GO:0000166(nucleotide binding)|GO:0000360(cis assembly of U2-type pre-catalytic spliceosome)|GO:0003676(nucleic acid binding)|GO:0005515(protein binding)|GO:0005524(ATP binding)|GO:0005634(nucleus)|GO:0005681(spliceosome)|GO:0005682(snRNP U5)|GO:0006397(m
UKv4_A_23_P28120	SIX2	sine oculis homeobox homolog 2 (Drosophila)	GO:0003700(transcription factor activity)|GO:0005634(nucleus)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0006366(transcription from RNA polymerase II promoter)|GO:0007275(multicellular organismal development)|GO:0009653(anatomical structure
UKv4_A_32_P158083	LHFPL3	lipoma HMGIC fusion partner-like 3	GO:0016020(membrane)|GO:0016021(integral to membrane)
UKv4_A_23_P424712	FLJ14397	hypothetical protein FLJ14397	
UKv4_A_23_P301942	NPPC	natriuretic peptide precursor C	GO:0005179(hormone activity)|GO:0005576(extracellular region)|GO:0006182(cGMP biosynthetic process)|GO:0008217(blood pressure regulation)|GO:0019229(regulation of vasoconstriction)|GO:0050880(regulation of blood vessel size)
UKv4_A_23_P38271	MYH2	myosin, heavy chain 2, skeletal muscle, adult	GO:0000146(microfilament motor activity)|GO:0000166(nucleotide binding)|GO:0003774(motor activity)|GO:0003779(actin binding)|GO:0005516(calmodulin binding)|GO:0005524(ATP binding)|GO:0005863(striated muscle thick filament)|GO:0006941(striated muscle contr
UKv4_A_23_P120863	GAL3ST1	galactose-3-O-sulfotransferase 1	GO:0001733(galactosylceramide sulfotransferase activity)|GO:0005624(membrane fraction)|GO:0005794(Golgi apparatus)|GO:0005887(integral to plasma membrane)|GO:0006487(protein amino acid N-linked glycosylation)|GO:0006682(galactosylceramide biosynthetic pro
UKv4_A_23_P37484	CHSY1	chondroitin sulfate synthase 1	GO:0016020=membrane|GO:0016021=integral to membrane|GO:0005794=Golgi apparatus|GO:0046872=metal ion binding|GO:0016740=transferase activity|GO:0047238=glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity|GO:00
UKv4_A_23_P211910	PLOD2	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2	GO:0005506(iron ion binding)|GO:0005515(protein binding)|GO:0005783(endoplasmic reticulum)|GO:0006464(protein modification process)|GO:0008475(procollagen-lysine 5-dioxygenase activity)|GO:0016020(membrane)|GO:0016491(oxidoreductase activity)|GO:0016702(o
UKv4_A_23_P14754	HAPLN3	hyaluronan and proteoglycan link protein 3	GO:0005540(hyaluronic acid binding)|GO:0005578(proteinaceous extracellular matrix)|GO:0007155(cell adhesion)
UKv4_A_23_P90888	CHRNA1	cholinergic receptor, nicotinic, alpha 1 (muscle)	GO:0004889(nicotinic acetylcholine-activated cation-selective channel activity)|GO:0005216(ion channel activity)|GO:0005230(extracellular ligand-gated ion channel activity)|GO:0005892(nicotinic acetylcholine-gated receptor-channel complex)|GO:0006811(ion
UKv4_A_24_P60441	EVC	Ellis van Creveld syndrome	GO:0001501(skeletal development)|GO:0007517(muscle development)|GO:0016020(membrane)|GO:0016021(integral to membrane)
UKv4_A_24_P212811	ANKRD34	ankyrin repeat domain 34	
UKv4_A_23_P205929	DPP8	dipeptidyl-peptidase 8	GO:0004177(aminopeptidase activity)|GO:0004252(serine-type endopeptidase activity)|GO:0004274(dipeptidyl-peptidase IV activity)|GO:0005737(cytoplasm)|GO:0006508(proteolysis)|GO:0006955(immune response)|GO:0016020(membrane)
UKv4_A_23_P213255	SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	GO:0000018(regulation of DNA recombination)|GO:0000166(nucleotide binding)|GO:0003677(DNA binding)|GO:0004386(helicase activity)|GO:0005515(protein binding)|GO:0005524(ATP binding)|GO:0005634(nucleus)|GO:0009117(nucleotide metabolic process)|GO:0016363(nu
UKv4_A_23_P67847	GALNT14	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 14 (GalNAc-T14)	GO:0004653(polypeptide N-acetylgalactosaminyltransferase activity)|GO:0005509(calcium ion binding)|GO:0005529(sugar binding)|GO:0016020(membrane)|GO:0016021(integral to membrane)|GO:0016757(transferase activity, transferring glycosyl groups)|GO:0030145(ma
UKv4_A_23_P129925	SLFN11	schlafen family member 11	GO:0000166(nucleotide binding)|GO:0005524(ATP binding)|GO:0005634(nucleus)
UKv4_A_23_P103522	SELL	selectin L	GO:0007155=cell adhesion|GO:0005886=plasma membrane|GO:0005886=plasma membrane|GO:0005887=integral to plasma membrane|GO:0009897=external side of plasma membrane|GO:0005515=protein binding|GO:0005529=sugar binding
UKv4_A_23_P139228	ARFIP2	ADP-ribosylation factor interacting protein 2 (arfaptin 2)	GO:0001726(ruffle)|GO:0005525(GTP binding)|GO:0005737(cytoplasm)|GO:0005886(plasma membrane)|GO:0005938(cell cortex)|GO:0006928(cell motility)|GO:0007264(small GTPase mediated signal transduction)|GO:0030032(lamellipodium biogenesis)|GO:0030036(actin cyto
UKv4_A_24_P219140	YY1	YY1 transcription factor	GO:0006350=transcription|GO:0006357=regulation of transcription from RNA polymerase II promoter|GO:0009952=anterior/posterior pattern formation|GO:0048593=camera-type eye morphogenesis|GO:0005622=intracellular|GO:0005634=nucleus|GO:0005667=transcription f
UKv4_A_23_P60296	OSTF1	osteoclast stimulating factor 1	GO:0001503=ossification|GO:0007165=signal transduction|GO:0005622=intracellular|GO:0005737=cytoplasm|GO:0042802=identical protein binding
UKv4_A_23_P153628	YIF1B	Yip1 interacting factor homolog B (S. cerevisiae)	
UKv4_A_32_P135336	LOC388242	LOC112869 pseudogene	
UKv4_A_24_P192933	UBASH3B	ubiquitin associated and SH3 domain containing, B	GO:0005634=nucleus|GO:0005737=cytoplasm
UKv4_A_23_P127484	CCDC87	coiled-coil domain containing 87	
UKv4_A_23_P130418	NDUFV2	NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa	GO:0055114=oxidation reduction|GO:0006120=mitochondrial electron transport, NADH to ubiquinone|GO:0006810=transport|GO:0007399=nervous system development|GO:0016020=membrane|GO:0005739=mitochondrion|GO:0005747=mitochondrial respiratory chain complex I|GO:
UKv4_A_23_P366983	TRHDE	thyrotropin-releasing hormone degrading enzyme	GO:0004177(aminopeptidase activity)|GO:0004179(membrane alanyl aminopeptidase activity)|GO:0005887(integral to plasma membrane)|GO:0006508(proteolysis)|GO:0006992(sterol depletion response, sterol regulatory element binding protein cleavage)|GO:0007165(si
UKv4_A_23_P83298	PRRX2	paired related homeobox 2	GO:0000228(nuclear chromosome)|GO:0003700(transcription factor activity)|GO:0005634(nucleus)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0007275(multicellular organismal development)|GO:0043565(sequence-specific DNA binding)
UKv4_A_23_P59397	RSHL2	radial spokehead-like 2	
UKv4_A_23_P88630	BLM	Bloom syndrome	GO:0045950=negative regulation of mitotic recombination|GO:0006260=DNA replication|GO:0051276=chromosome organization and biogenesis|GO:0000079=regulation of cyclin-dependent protein kinase activity|GO:0000085=G2 phase of mitotic cell cycle|GO:0000723=tel
UKv4_A_23_P88280	TTC5	tetratricopeptide repeat domain 5	GO:0005488(binding)
UKv4_A_23_P159119	CRKRS	Cdc2-related kinase, arginine/serine-rich	GO:0000166(nucleotide binding)|GO:0003702(RNA polymerase II transcription factor activity)|GO:0004674(protein serine/threonine kinase activity)|GO:0005524(ATP binding)|GO:0005634(nucleus)|GO:0016740(transferase activity)|GO:0046777(protein amino acid auto
UKv4_A_23_P101141	RNF125	ring finger protein 125	GO:0003676(nucleic acid binding)|GO:0005515(protein binding)|GO:0005622(intracellular)|GO:0006512(ubiquitin cycle)|GO:0006955(immune response)|GO:0008270(zinc ion binding)|GO:0016874(ligase activity)|GO:0046872(metal ion binding)
UKv4_A_24_P353912	GNAI3	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3	GO:0000166(nucleotide binding)|GO:0003924(GTPase activity)|GO:0004871(signal transducer activity)|GO:0005515(protein binding)|GO:0005525(GTP binding)|GO:0005737(cytoplasm)|GO:0005794(Golgi apparatus)|GO:0006810(transport)|GO:0007165(signal transduction)|G
UKv4_A_24_P147407	LYK5	protein kinase LYK5	GO:0000166(nucleotide binding)|GO:0004672(protein kinase activity)|GO:0005515(protein binding)|GO:0005524(ATP binding)|GO:0005634(nucleus)|GO:0005737(cytoplasm)|GO:0006468(protein amino acid phosphorylation)|GO:0006611(protein export from nucleus)|GO:0007
UKv4_A_32_P527232	TMEM112B	transmembrane protein 112B	GO:0016021(integral to membrane)
UKv4_A_23_P139929	ERP29	endoplasmic reticulum protein 29	GO:0003756(protein disulfide isomerase activity)|GO:0005783(endoplasmic reticulum)|GO:0005788(endoplasmic reticulum lumen)|GO:0006457(protein folding)|GO:0006886(intracellular protein transport)|GO:0009306(protein secretion)
UKv4_A_23_P127652	ZNF202	zinc finger protein 202	GO:0000122=negative regulation of transcription from RNA polymerase II promoter|GO:0006350=transcription|GO:0006355=regulation of transcription, DNA-dependent|GO:0006629=lipid metabolic process|GO:0005622=intracellular|GO:0005634=nucleus|GO:0003700=transc
UKv4_A_23_P337033	GMEB2	glucocorticoid modulatory element binding protein 2	GO:0006350=transcription|GO:0006355=regulation of transcription, DNA-dependent|GO:0006366=transcription from RNA polymerase II promoter|GO:0005634=nucleus|GO:0005737=cytoplasm|GO:0003677=DNA binding|GO:0003702=RNA polymerase II transcription factor activi
